Usia,Penghasilan,Status_Pekerjaan,Jumlah_Tanggungan,Riwayat_Kredit,Besar_Pinjaman,Jangka_Waktu,Layak
40,19,PNS,1,Lancar,267,25,Layak
52,4,Swasta,2,Macet,136,10,Tidak Layak
47,23,PNS,5,Macet,172,10,Layak
58,12,Pelajar,4,Lancar,421,20,Tidak Layak
55,5,Pelajar,0,Lancar,401,20,Tidak Layak
29,20,PNS,3,Lancar,314,20,Layak
56,3,PNS,1,Lancar,187,15,Tidak Layak
59,24,Wirausaha,2,Macet,438,15,Tidak Layak
44,21,Tidak Bekerja,4,Lancar,233,15,Layak
36,1,Pelajar,5,Lancar,459,15,Tidak Layak
23,22,PNS,4,Lancar,421,15,Layak
29,23,Swasta,0,Lancar,360,15,Layak
44,24,Pelajar,2,Lancar,491,15,Tidak Layak
51,10,Pelajar,3,Lancar,497,10,Tidak Layak
27,22,Wirausaha,3,Lancar,470,10,Layak
31,24,Tidak Bekerja,5,Lancar,197,20,Layak
40,20,Pelajar,5,Lancar,280,20,Layak
46,15,Swasta,0,Lancar,441,15,Layak
49,11,Pelajar,1,Lancar,195,5,Tidak Layak
29,15,Swasta,5,Macet,477,20,Layak
40,7,Swasta,2,Lancar,75,5,Layak
20,17,PNS,1,Lancar,401,10,Layak
28,17,Swasta,4,Lancar,342,25,Layak
22,23,Swasta,5,Lancar,236,5,Tidak Layak
38,18,Pelajar,5,Lancar,188,5,Layak
25,24,Swasta,3,Lancar,336,15,Layak
26,21,Pelajar,2,Lancar,318,10,Layak
35,19,Swasta,4,Lancar,140,25,Layak
55,14,Tidak Bekerja,0,Lancar,205,10,Tidak Layak
23,3,Wirausaha,4,Lancar,225,25,Tidak Layak
37,2,Swasta,3,Lancar,154,15,Tidak Layak
51,19,PNS,3,Macet,297,10,Tidak Layak
51,12,PNS,3,Lancar,72,10,Layak
37,12,Pelajar,4,Lancar,305,10,Layak
58,7,Pelajar,1,Lancar,449,5,Tidak Layak
56,23,Swasta,1,Lancar,216,15,Layak
47,17,PNS,2,Lancar,128,15,Layak
58,3,Wirausaha,2,Lancar,467,25,Tidak Layak
21,1,PNS,3,Lancar,105,15,Tidak Layak
56,4,Pelajar,4,Lancar,161,10,Tidak Layak
56,15,Pelajar,1,Lancar,456,5,Tidak Layak
21,20,PNS,0,Lancar,389,5,Layak
38,8,Wirausaha,5,Lancar,165,15,Layak
24,20,Pelajar,4,Lancar,358,20,Tidak Layak
32,14,PNS,1,Lancar,265,10,Layak
41,23,Wirausaha,4,Lancar,50,10,Layak
26,3,PNS,2,Lancar,442,10,Tidak Layak
21,8,Wirausaha,5,Macet,434,5,Tidak Layak
33,21,PNS,1,Lancar,80,15,Layak
44,10,Pelajar,0,Lancar,191,25,Layak
45,23,Swasta,3,Macet,136,10,Layak
24,6,Swasta,4,Lancar,85,10,Layak
39,10,PNS,0,Lancar,338,20,Layak
31,12,Wirausaha,5,Lancar,365,10,Layak
55,18,Pelajar,3,Lancar,381,20,Tidak Layak
50,7,Wirausaha,1,Lancar,176,5,Layak
36,13,Pelajar,1,Macet,294,25,Layak
35,8,Swasta,0,Lancar,120,5,Layak
29,1,Wirausaha,0,Macet,450,20,Tidak Layak
54,1,Wirausaha,1,Lancar,331,15,Tidak Layak
52,19,Swasta,4,Lancar,237,10,Layak
57,2,Wirausaha,0,Macet,322,20,Tidak Layak
54,6,Swasta,5,Lancar,381,25,Layak
46,1,Wirausaha,4,Lancar,350,20,Tidak Layak
26,24,Wirausaha,3,Lancar,228,20,Layak
46,19,Pelajar,4,Lancar,255,10,Tidak Layak
60,16,Swasta,0,Macet,252,15,Tidak Layak
31,8,PNS,2,Lancar,234,5,Layak
52,9,PNS,1,Lancar,420,25,Layak
32,7,Wirausaha,4,Lancar,306,25,Layak
21,3,PNS,3,Lancar,490,5,Tidak Layak
22,4,Swasta,2,Lancar,144,5,Tidak Layak
30,14,Wirausaha,5,Lancar,117,15,Layak
24,10,Swasta,0,Lancar,260,10,Tidak Layak
21,13,PNS,5,Lancar,377,25,Layak
47,17,Pelajar,4,Lancar,232,10,Layak
32,12,Pelajar,4,Lancar,418,15,Layak
54,9,Pelajar,3,Lancar,306,10,Tidak Layak
59,9,Pelajar,3,Lancar,343,10,Tidak Layak
32,20,PNS,5,Lancar,81,20,Layak
31,2,Wirausaha,5,Lancar,211,15,Tidak Layak
37,20,PNS,5,Lancar,430,10,Layak
37,2,Swasta,4,Lancar,164,10,Tidak Layak
36,6,Swasta,2,Macet,458,15,Tidak Layak
58,21,Wirausaha,1,Lancar,500,10,Tidak Layak
41,12,Wirausaha,5,Macet,224,20,Layak
32,5,Wirausaha,0,Lancar,450,20,Layak
57,3,Tidak Bekerja,4,Lancar,227,20,Tidak Layak
38,3,PNS,5,Macet,352,15,Tidak Layak
43,11,Swasta,2,Lancar,178,25,Layak
38,12,Wirausaha,4,Lancar,351,20,Layak
40,22,Swasta,2,Lancar,226,25,Layak
43,16,PNS,3,Lancar,288,5,Layak
49,5,Swasta,4,Lancar,485,10,Layak
47,6,Wirausaha,3,Lancar,110,25,Layak
54,13,PNS,2,Lancar,265,20,Layak
57,20,PNS,1,Lancar,414,5,Layak
36,20,Wirausaha,5,Lancar,55,25,Layak
53,18,Swasta,4,Lancar,291,10,Tidak Layak
28,14,Swasta,0,Lancar,492,10,Layak
32,9,Wirausaha,0,Lancar,65,10,Layak
33,20,Pelajar,4,Macet,71,5,Layak
45,19,Pelajar,3,Lancar,474,20,Layak
40,3,PNS,4,Macet,94,25,Tidak Layak
39,12,Pelajar,5,Lancar,334,5,Layak
30,18,Pelajar,3,Macet,469,15,Tidak Layak
54,11,Pelajar,1,Lancar,357,5,Tidak Layak
50,2,PNS,5,Lancar,349,25,Tidak Layak
37,7,Pelajar,2,Lancar,286,15,Layak
33,22,Swasta,3,Lancar,219,10,Layak
24,4,PNS,1,Lancar,331,15,Tidak Layak
36,3,Swasta,3,Lancar,471,20,Tidak Layak
40,3,Swasta,5,Lancar,259,20,Tidak Layak
33,8,Swasta,4,Lancar,89,10,Layak
22,4,Swasta,2,Lancar,492,5,Tidak Layak
50,8,Wirausaha,1,Lancar,367,20,Layak
44,5,PNS,3,Lancar,122,15,Layak
36,24,Swasta,3,Lancar,305,5,Layak
45,23,Pelajar,5,Lancar,112,10,Layak
36,6,Swasta,1,Lancar,264,10,Layak
38,14,Swasta,0,Lancar,462,25,Layak
46,4,Pelajar,3,Lancar,373,10,Tidak Layak
26,19,Wirausaha,1,Lancar,251,15,Layak
45,5,Swasta,4,Macet,283,15,Tidak Layak
24,12,Tidak Bekerja,3,Lancar,234,5,Tidak Layak
21,24,PNS,4,Lancar,176,20,Layak
35,1,Swasta,2,Lancar,344,10,Tidak Layak
30,15,Wirausaha,0,Lancar,204,5,Layak
58,4,Pelajar,1,Macet,369,15,Tidak Layak
42,3,Swasta,1,Macet,493,10,Tidak Layak
54,5,Tidak Bekerja,4,Lancar,377,20,Tidak Layak
25,13,Wirausaha,1,Lancar,403,25,Layak
56,17,Swasta,0,Lancar,77,20,Layak
20,9,Pelajar,5,Lancar,328,5,Tidak Layak
52,10,PNS,4,Lancar,483,15,Layak
37,17,Pelajar,0,Lancar,102,15,Layak
22,2,Tidak Bekerja,4,Macet,439,15,Tidak Layak
38,5,PNS,3,Lancar,167,5,Layak
29,21,Pelajar,1,Lancar,173,20,Layak
39,7,Swasta,2,Lancar,447,20,Layak
30,11,Tidak Bekerja,2,Macet,334,10,Tidak Layak
51,14,Swasta,2,Macet,425,20,Tidak Layak
59,10,Tidak Bekerja,2,Lancar,263,5,Tidak Layak
39,17,Tidak Bekerja,2,Lancar,235,25,Layak
51,14,PNS,4,Lancar,268,5,Layak
56,15,PNS,5,Lancar,295,15,Layak
41,1,Tidak Bekerja,2,Lancar,272,20,Tidak Layak
23,6,Pelajar,3,Lancar,241,5,Tidak Layak
32,11,Tidak Bekerja,1,Lancar,181,20,Layak
25,22,Pelajar,3,Lancar,496,25,Layak
48,7,Wirausaha,3,Lancar,84,5,Layak
21,7,Swasta,3,Lancar,166,25,Layak
44,20,Wirausaha,0,Lancar,56,10,Layak
51,7,Swasta,2,Lancar,431,5,Tidak Layak
45,10,PNS,0,Lancar,239,25,Layak
45,2,Swasta,3,Lancar,61,15,Tidak Layak
57,20,Swasta,0,Lancar,97,20,Layak
41,11,Tidak Bekerja,5,Macet,130,10,Tidak Layak
29,4,Pelajar,3,Lancar,349,5,Tidak Layak
42,21,Wirausaha,0,Lancar,486,20,Layak
23,12,Swasta,3,Lancar,163,15,Layak
35,4,Swasta,5,Lancar,71,15,Tidak Layak
52,3,Swasta,1,Lancar,160,20,Tidak Layak
32,22,Pelajar,3,Lancar,203,10,Layak
32,22,Swasta,5,Macet,384,20,Layak
52,1,Swasta,2,Macet,259,5,Tidak Layak
33,21,Wirausaha,1,Lancar,413,20,Layak
27,4,Wirausaha,2,Lancar,218,25,Tidak Layak
45,9,Swasta,1,Lancar,296,20,Layak
41,5,Wirausaha,0,Macet,420,25,Tidak Layak
20,14,Pelajar,2,Macet,291,5,Tidak Layak
35,6,Pelajar,4,Lancar,347,20,Layak
48,23,Swasta,5,Lancar,50,15,Layak
42,5,Wirausaha,4,Lancar,53,15,Layak
24,23,Wirausaha,0,Lancar,466,20,Layak
40,16,Wirausaha,3,Lancar,473,25,Layak
55,1,PNS,0,Macet,99,10,Tidak Layak
39,8,PNS,5,Lancar,372,25,Layak
27,7,PNS,0,Lancar,447,20,Layak
45,2,Swasta,3,Macet,184,5,Tidak Layak
60,2,Swasta,0,Lancar,173,15,Tidak Layak
44,2,PNS,1,Lancar,347,10,Tidak Layak
26,14,PNS,1,Lancar,242,25,Layak
41,7,Swasta,0,Lancar,116,20,Layak
52,20,PNS,5,Lancar,85,15,Layak
24,17,Tidak Bekerja,0,Lancar,140,5,Tidak Layak
57,18,Tidak Bekerja,5,Macet,237,25,Tidak Layak
31,4,Swasta,2,Lancar,366,10,Tidak Layak
33,1,Pelajar,4,Lancar,235,25,Tidak Layak
26,12,Pelajar,3,Macet,85,20,Layak
47,13,Wirausaha,3,Lancar,218,15,Layak
35,21,Swasta,2,Lancar,186,5,Layak
60,15,Wirausaha,1,Lancar,322,5,Tidak Layak
21,4,Pelajar,0,Macet,214,20,Tidak Layak
50,4,Pelajar,5,Lancar,139,5,Tidak Layak
55,13,Swasta,5,Lancar,233,15,Layak
33,17,Pelajar,2,Lancar,183,10,Layak
47,18,Pelajar,1,Lancar,109,5,Layak
51,3,Swasta,0,Lancar,263,25,Tidak Layak
47,16,Tidak Bekerja,1,Lancar,467,10,Tidak Layak
31,22,Swasta,5,Lancar,404,25,Layak
32,15,Pelajar,2,Lancar,463,15,Layak
41,5,Wirausaha,4,Lancar,122,25,Layak
48,17,Wirausaha,3,Lancar,108,25,Layak
49,10,Pelajar,4,Lancar,334,5,Tidak Layak
34,17,Pelajar,2,Lancar,436,25,Layak
59,5,Wirausaha,1,Macet,454,25,Tidak Layak
23,4,Swasta,5,Lancar,477,5,Tidak Layak
52,11,PNS,5,Lancar,76,15,Layak
28,3,Swasta,1,Lancar,79,20,Tidak Layak
57,5,Swasta,1,Lancar,280,25,Layak
35,14,Swasta,4,Lancar,302,5,Layak
45,15,PNS,2,Lancar,223,5,Layak
46,24,Swasta,2,Lancar,454,5,Layak
30,22,Wirausaha,0,Lancar,385,10,Layak
45,3,Wirausaha,2,Lancar,388,10,Tidak Layak
33,16,Pelajar,5,Lancar,102,25,Layak
20,21,Wirausaha,0,Macet,480,15,Tidak Layak
30,20,Tidak Bekerja,0,Lancar,500,15,Layak
49,8,Pelajar,1,Lancar,416,5,Tidak Layak
43,11,Swasta,2,Lancar,319,15,Layak
23,14,Wirausaha,2,Lancar,156,10,Layak
41,18,Pelajar,4,Lancar,182,25,Layak
27,22,Pelajar,3,Lancar,266,20,Layak
35,10,Swasta,3,Lancar,57,15,Layak
52,4,Tidak Bekerja,5,Lancar,218,5,Tidak Layak
52,10,Swasta,5,Lancar,189,25,Layak
29,15,Tidak Bekerja,4,Lancar,292,10,Layak
21,12,Pelajar,1,Lancar,58,10,Layak
23,8,Wirausaha,3,Lancar,159,25,Layak
42,9,PNS,0,Lancar,64,15,Layak
46,1,Tidak Bekerja,3,Lancar,188,25,Tidak Layak
52,17,Pelajar,0,Lancar,311,15,Tidak Layak
52,3,Swasta,5,Lancar,472,25,Tidak Layak
60,2,Pelajar,3,Lancar,486,15,Tidak Layak
39,1,PNS,5,Macet,89,5,Tidak Layak
32,10,Pelajar,0,Lancar,289,10,Layak
30,5,Swasta,3,Lancar,264,5,Layak
38,7,Tidak Bekerja,4,Lancar,69,25,Layak
51,17,Swasta,0,Lancar,400,15,Tidak Layak
22,3,PNS,4,Lancar,479,5,Tidak Layak
32,4,Swasta,4,Lancar,302,25,Tidak Layak
47,16,PNS,5,Lancar,328,10,Layak
41,12,Wirausaha,4,Lancar,214,5,Layak
38,8,Swasta,2,Lancar,363,5,Layak
50,11,Tidak Bekerja,2,Lancar,323,10,Tidak Layak
39,12,Pelajar,0,Lancar,125,15,Layak
43,13,Tidak Bekerja,3,Macet,257,15,Tidak Layak
51,22,Swasta,5,Macet,408,15,Tidak Layak
28,24,Swasta,0,Lancar,407,5,Layak
38,17,Pelajar,4,Lancar,320,20,Layak
42,22,Swasta,1,Macet,336,10,Tidak Layak
44,16,PNS,1,Lancar,346,15,Layak
52,22,Swasta,4,Lancar,83,25,Layak
21,6,Tidak Bekerja,1,Lancar,303,5,Tidak Layak
22,17,Wirausaha,4,Lancar,161,20,Layak
47,1,Pelajar,4,Lancar,77,20,Tidak Layak
56,21,Tidak Bekerja,5,Lancar,223,10,Tidak Layak
54,5,Swasta,5,Lancar,172,20,Layak
33,7,Wirausaha,4,Macet,52,25,Layak
43,23,Wirausaha,1,Lancar,406,25,Layak
56,2,Swasta,1,Lancar,407,5,Tidak Layak
22,12,Swasta,0,Lancar,84,20,Layak
42,18,PNS,4,Lancar,368,5,Layak
53,5,Swasta,3,Lancar,467,10,Tidak Layak
28,2,Wirausaha,1,Macet,494,10,Tidak Layak
37,1,Pelajar,3,Lancar,184,15,Tidak Layak
21,17,Wirausaha,5,Lancar,480,15,Tidak Layak
41,20,Swasta,3,Lancar,264,15,Layak
54,9,Swasta,2,Lancar,243,15,Layak
50,4,Tidak Bekerja,1,Lancar,475,15,Tidak Layak
45,17,Tidak Bekerja,2,Lancar,187,15,Layak
33,6,Pelajar,1,Lancar,203,15,Layak
47,5,Wirausaha,0,Lancar,173,15,Layak
30,3,Wirausaha,4,Lancar,387,10,Tidak Layak
51,23,Tidak Bekerja,2,Lancar,63,15,Layak
40,20,Wirausaha,1,Lancar,273,25,Layak
42,19,Pelajar,3,Lancar,456,5,Tidak Layak
43,23,Pelajar,4,Lancar,302,20,Layak
31,22,PNS,3,Lancar,347,25,Layak
22,7,Pelajar,0,Lancar,420,20,Tidak Layak
25,4,PNS,3,Lancar,325,15,Tidak Layak
31,5,Swasta,4,Lancar,299,15,Layak
39,11,PNS,3,Lancar,452,5,Layak
25,12,Pelajar,5,Lancar,350,10,Layak
39,14,PNS,1,Lancar,303,20,Layak
33,18,Wirausaha,3,Lancar,60,25,Layak
60,12,Pelajar,5,Lancar,225,15,Tidak Layak
20,22,Wirausaha,0,Lancar,368,20,Layak
39,2,Swasta,4,Lancar,361,10,Tidak Layak
41,1,Pelajar,1,Lancar,100,25,Tidak Layak
59,5,PNS,1,Lancar,249,25,Layak
50,19,Wirausaha,1,Lancar,92,20,Layak
50,11,PNS,2,Lancar,169,20,Layak
47,12,Wirausaha,3,Macet,360,15,Tidak Layak
31,24,Pelajar,4,Lancar,465,25,Layak
35,23,PNS,2,Lancar,458,20,Layak
52,17,PNS,0,Lancar,378,10,Layak
54,22,Pelajar,4,Macet,72,20,Tidak Layak
23,2,PNS,3,Lancar,61,15,Tidak Layak
29,13,Swasta,5,Lancar,157,20,Layak
53,4,Wirausaha,5,Lancar,288,15,Tidak Layak
60,13,Wirausaha,0,Macet,173,25,Tidak Layak
22,17,Tidak Bekerja,5,Lancar,299,20,Layak
50,5,Swasta,3,Lancar,282,20,Layak
50,18,Pelajar,5,Lancar,441,5,Tidak Layak
20,2,Swasta,4,Lancar,69,20,Tidak Layak
24,22,Pelajar,2,Lancar,489,5,Tidak Layak
24,6,Swasta,3,Lancar,366,25,Layak
21,14,Pelajar,0,Macet,289,10,Tidak Layak
34,22,PNS,0,Lancar,469,10,Layak
20,4,Swasta,4,Lancar,285,15,Tidak Layak
40,8,Swasta,5,Lancar,416,15,Layak
56,8,Tidak Bekerja,1,Macet,118,10,Tidak Layak
26,22,Pelajar,2,Lancar,332,15,Layak
30,12,Swasta,2,Macet,300,5,Tidak Layak
45,12,PNS,2,Macet,335,25,Layak
21,4,Swasta,1,Lancar,498,5,Tidak Layak
49,21,Swasta,4,Macet,97,10,Layak
33,5,Wirausaha,0,Lancar,468,10,Layak
24,5,Pelajar,4,Lancar,321,5,Tidak Layak
50,13,Swasta,3,Lancar,394,20,Layak
51,21,PNS,4,Lancar,236,15,Layak
53,11,PNS,1,Lancar,309,25,Layak
29,10,Tidak Bekerja,4,Lancar,440,20,Layak
50,4,Pelajar,1,Lancar,150,20,Tidak Layak
46,23,Tidak Bekerja,4,Macet,482,25,Tidak Layak
37,4,PNS,4,Lancar,206,5,Tidak Layak
24,7,Wirausaha,4,Lancar,431,25,Layak
36,4,Swasta,1,Lancar,52,10,Tidak Layak
30,20,Swasta,0,Lancar,431,10,Layak
24,10,Wirausaha,4,Lancar,247,5,Tidak Layak
57,17,Tidak Bekerja,3,Lancar,119,20,Layak
56,21,Tidak Bekerja,2,Lancar,419,25,Tidak Layak
40,18,Pelajar,5,Macet,251,20,Layak
43,5,Swasta,1,Lancar,320,25,Layak
49,16,Swasta,3,Lancar,133,15,Layak
35,22,Swasta,2,Lancar,432,25,Layak
60,11,PNS,1,Lancar,104,20,Layak
41,23,Pelajar,2,Lancar,214,15,Layak
21,13,Wirausaha,5,Lancar,190,5,Tidak Layak
38,7,Swasta,5,Lancar,89,15,Layak
56,3,Tidak Bekerja,3,Lancar,349,15,Tidak Layak
21,8,PNS,5,Macet,158,5,Tidak Layak
30,15,Pelajar,2,Lancar,74,15,Layak
52,8,PNS,4,Lancar,265,10,Layak
28,15,PNS,0,Macet,495,25,Layak
44,11,Wirausaha,3,Lancar,259,5,Layak
25,1,PNS,3,Lancar,88,25,Tidak Layak
30,22,Tidak Bekerja,5,Lancar,353,10,Layak
46,2,Pelajar,4,Lancar,174,20,Tidak Layak
27,5,PNS,4,Lancar,449,15,Layak
50,2,Swasta,5,Lancar,108,10,Tidak Layak
46,21,PNS,2,Lancar,404,20,Layak
60,2,Pelajar,4,Lancar,294,10,Tidak Layak
24,4,Swasta,2,Lancar,169,15,Tidak Layak
34,14,Tidak Bekerja,5,Lancar,439,25,Layak
21,7,Wirausaha,0,Macet,270,20,Tidak Layak
34,23,Pelajar,0,Lancar,135,5,Layak
50,20,Tidak Bekerja,3,Lancar,333,15,Layak
39,2,Swasta,3,Macet,396,10,Tidak Layak
22,1,Wirausaha,1,Lancar,161,20,Tidak Layak
58,10,Pelajar,4,Lancar,479,15,Tidak Layak
29,21,PNS,1,Lancar,58,20,Layak
45,24,PNS,1,Macet,197,5,Tidak Layak
29,22,PNS,3,Lancar,87,20,Layak
59,2,Swasta,1,Lancar,256,10,Tidak Layak
32,22,Swasta,2,Lancar,445,10,Layak
40,24,Wirausaha,4,Lancar,199,25,Layak
53,5,Pelajar,2,Lancar,233,25,Layak
51,9,PNS,1,Lancar,63,10,Layak
28,18,Swasta,0,Lancar,217,25,Layak
49,13,Swasta,1,Lancar,265,15,Layak
20,2,Pelajar,1,Macet,87,25,Tidak Layak
31,4,Pelajar,2,Lancar,441,5,Tidak Layak
54,12,Wirausaha,0,Macet,138,5,Tidak Layak
43,11,PNS,3,Lancar,81,15,Layak
59,8,Tidak Bekerja,1,Lancar,76,15,Layak
29,18,PNS,1,Lancar,196,25,Layak
43,23,Pelajar,4,Lancar,423,25,Layak
60,16,Swasta,1,Lancar,451,10,Tidak Layak
37,5,Swasta,4,Lancar,306,20,Layak
27,18,Wirausaha,5,Lancar,326,5,Layak
32,20,Pelajar,2,Lancar,225,10,Layak
35,4,Swasta,1,Lancar,66,20,Tidak Layak
33,14,PNS,4,Lancar,324,20,Layak
28,5,Swasta,5,Lancar,257,15,Layak
28,8,Swasta,0,Lancar,347,20,Layak
24,6,Tidak Bekerja,3,Lancar,425,10,Tidak Layak
30,5,Pelajar,0,Lancar,371,10,Layak
38,2,Swasta,1,Lancar,470,5,Tidak Layak
57,21,Pelajar,2,Lancar,320,20,Tidak Layak
29,16,Swasta,2,Lancar,210,20,Layak
35,9,Pelajar,3,Lancar,183,5,Layak
48,19,Swasta,3,Macet,303,20,Tidak Layak
24,18,Pelajar,3,Lancar,136,5,Tidak Layak
37,14,Swasta,1,Lancar,340,20,Layak
54,4,Wirausaha,4,Lancar,243,20,Tidak Layak
55,5,Swasta,3,Lancar,162,25,Layak
41,8,Wirausaha,2,Lancar,438,20,Layak
43,9,Swasta,4,Lancar,470,20,Layak
31,3,Swasta,2,Lancar,365,15,Tidak Layak
58,21,Pelajar,0,Lancar,182,20,Layak
31,16,Swasta,3,Lancar,440,20,Layak
54,5,Swasta,4,Lancar,300,5,Tidak Layak
38,7,PNS,2,Macet,363,25,Layak
56,13,Wirausaha,0,Lancar,292,5,Tidak Layak
33,24,Wirausaha,3,Lancar,456,20,Layak
42,1,Pelajar,4,Lancar,102,20,Tidak Layak
59,6,Swasta,4,Lancar,404,20,Layak
41,4,Swasta,0,Lancar,110,15,Tidak Layak
30,12,Pelajar,0,Lancar,53,10,Layak
21,4,PNS,5,Lancar,343,25,Tidak Layak
29,8,Pelajar,2,Lancar,189,15,Layak
24,19,Swasta,0,Lancar,443,20,Layak
49,16,Wirausaha,5,Lancar,468,20,Layak
40,4,Tidak Bekerja,3,Macet,473,20,Tidak Layak
52,4,PNS,2,Lancar,339,5,Tidak Layak
44,7,Tidak Bekerja,0,Lancar,372,25,Layak
26,12,Pelajar,3,Lancar,331,25,Layak
59,2,PNS,0,Lancar,233,5,Tidak Layak
47,8,Tidak Bekerja,0,Lancar,150,25,Layak
35,13,Wirausaha,3,Lancar,76,15,Layak
56,20,Pelajar,1,Lancar,473,15,Tidak Layak
22,3,Pelajar,3,Macet,180,10,Tidak Layak
38,18,Swasta,0,Macet,467,25,Layak
31,19,Pelajar,2,Lancar,282,25,Layak
38,8,Pelajar,5,Lancar,122,5,Layak
30,6,Wirausaha,4,Lancar,72,20,Layak
22,23,Wirausaha,3,Lancar,355,15,Layak
21,13,Swasta,1,Lancar,203,25,Layak
45,24,Swasta,3,Lancar,65,15,Layak
41,19,PNS,4,Lancar,134,5,Layak
36,21,Swasta,4,Lancar,94,10,Layak
53,3,Swasta,0,Lancar,72,5,Tidak Layak
34,5,Wirausaha,5,Macet,122,20,Layak
31,3,Pelajar,4,Macet,357,5,Tidak Layak
35,17,Swasta,5,Macet,228,15,Layak
35,19,Swasta,4,Lancar,322,25,Layak
58,22,Swasta,2,Lancar,245,5,Tidak Layak
25,13,Swasta,0,Lancar,252,5,Layak
27,3,Swasta,3,Macet,484,20,Tidak Layak
44,23,Pelajar,4,Lancar,478,10,Tidak Layak
38,9,Pelajar,1,Lancar,378,10,Layak
38,3,PNS,2,Lancar,481,25,Tidak Layak
31,8,Wirausaha,1,Lancar,358,5,Layak
28,6,Tidak Bekerja,4,Lancar,247,5,Layak
60,22,Wirausaha,2,Lancar,426,5,Tidak Layak
48,1,Pelajar,3,Lancar,346,20,Tidak Layak
46,8,Pelajar,3,Lancar,370,5,Tidak Layak
24,3,Wirausaha,3,Lancar,96,10,Tidak Layak
45,2,Swasta,0,Macet,280,10,Tidak Layak
49,2,Wirausaha,3,Lancar,95,15,Tidak Layak
33,20,Wirausaha,1,Macet,220,5,Tidak Layak
52,6,Wirausaha,4,Lancar,128,20,Layak
54,10,Pelajar,0,Lancar,206,25,Layak
30,17,Swasta,3,Lancar,355,20,Layak
23,17,Pelajar,3,Lancar,53,25,Layak
52,3,Swasta,0,Lancar,55,15,Tidak Layak
25,8,PNS,0,Lancar,290,5,Layak
47,12,Swasta,0,Lancar,302,5,Layak
29,14,Swasta,3,Lancar,125,5,Layak
55,23,PNS,5,Lancar,498,5,Layak
45,18,PNS,1,Lancar,321,5,Layak
49,24,Swasta,2,Lancar,62,10,Layak
41,23,Pelajar,3,Lancar,92,20,Layak
24,21,PNS,2,Lancar,208,5,Layak
21,5,Swasta,0,Lancar,415,15,Tidak Layak
52,19,Swasta,4,Lancar,319,5,Tidak Layak
35,15,Tidak Bekerja,3,Macet,386,25,Tidak Layak
26,23,Pelajar,3,Lancar,201,10,Layak
40,12,PNS,5,Lancar,217,25,Layak
54,12,Swasta,1,Lancar,74,20,Layak
41,8,PNS,3,Lancar,393,15,Layak
41,5,Swasta,5,Lancar,132,10,Layak
25,11,Tidak Bekerja,5,Lancar,260,20,Layak
52,10,Wirausaha,3,Lancar,61,20,Layak
58,23,PNS,1,Lancar,224,20,Layak
44,4,Wirausaha,4,Macet,157,25,Tidak Layak
37,21,PNS,1,Lancar,163,15,Layak
60,21,PNS,1,Lancar,112,5,Layak
54,9,Pelajar,1,Lancar,82,20,Layak
43,20,PNS,2,Lancar,258,5,Layak
59,9,Wirausaha,3,Macet,189,10,Tidak Layak
59,12,PNS,4,Lancar,286,10,Layak
42,5,Pelajar,2,Lancar,392,10,Tidak Layak
52,17,Swasta,0,Lancar,167,15,Layak
48,12,Swasta,2,Lancar,229,5,Layak
29,2,Pelajar,5,Macet,434,25,Tidak Layak
34,1,Swasta,4,Lancar,182,20,Tidak Layak
29,16,Pelajar,1,Lancar,483,10,Layak
45,1,PNS,0,Lancar,395,15,Tidak Layak
59,20,Pelajar,2,Lancar,134,25,Layak
48,3,Swasta,4,Lancar,392,15,Tidak Layak
53,21,Wirausaha,5,Lancar,394,5,Tidak Layak
37,21,Wirausaha,3,Lancar,131,10,Layak
21,21,Swasta,0,Lancar,67,15,Layak
44,9,Swasta,5,Lancar,216,10,Layak
40,4,Wirausaha,3,Macet,63,5,Tidak Layak
50,19,Pelajar,1,Lancar,397,5,Tidak Layak
41,13,Swasta,4,Lancar,295,15,Layak
28,19,PNS,3,Lancar,310,10,Layak
46,8,Tidak Bekerja,2,Lancar,393,10,Tidak Layak
44,22,PNS,2,Lancar,357,10,Layak
44,21,Wirausaha,5,Lancar,84,25,Layak
46,1,Pelajar,1,Lancar,389,10,Tidak Layak
29,15,PNS,3,Macet,307,15,Layak
49,11,Wirausaha,1,Macet,186,20,Layak
23,15,PNS,3,Macet,65,10,Layak
40,12,Wirausaha,0,Macet,492,25,Layak
49,6,Swasta,4,Lancar,341,10,Layak
52,3,Swasta,2,Lancar,316,15,Tidak Layak
45,11,Wirausaha,4,Lancar,277,20,Layak
21,14,Swasta,4,Lancar,393,20,Layak
42,5,PNS,1,Lancar,477,25,Layak
50,23,Pelajar,2,Lancar,433,15,Tidak Layak
23,1,Wirausaha,0,Lancar,139,10,Tidak Layak
39,5,PNS,5,Lancar,299,10,Layak
44,13,Pelajar,3,Lancar,462,20,Layak
20,23,Swasta,3,Lancar,391,10,Tidak Layak
21,18,Swasta,3,Lancar,201,5,Tidak Layak
25,19,Swasta,0,Lancar,220,25,Layak
26,16,Swasta,1,Macet,481,10,Tidak Layak
23,10,Wirausaha,1,Lancar,125,5,Tidak Layak
37,7,PNS,5,Lancar,424,5,Layak
60,16,PNS,5,Lancar,294,10,Layak
24,8,PNS,4,Lancar,278,25,Layak
44,20,Pelajar,1,Lancar,325,10,Tidak Layak
20,14,Swasta,4,Lancar,158,10,Layak
